"ensembl_gene_id","hgnc_symbol","entrezgene_id"
"ENSG00000134313","KIDINS220",57498
"ENSG00000134317","GRHL1",29841
"ENSG00000134318","ROCK2",9475
"ENSG00000134324","LPIN1",23175
"ENSG00000134326","CMPK2",129607
"ENSG00000134330","IAH1",285148
"ENSG00000134333","LDHA",3939
"ENSG00000134343","ANO3",63982
"ENSG00000134352","IL6ST",3572
"ENSG00000134363","FST",10468
"ENSG00000134369","NAV1",89796
"ENSG00000134371","CDC73",79577
"ENSG00000134375","TIMM17A",10440
"ENSG00000134419","RPS15A",6210
"ENSG00000134440","NARS1",4677
"ENSG00000134444","RELCH",57614
"ENSG00000134452","FBH1",84893
"ENSG00000134453","RBM17",84991
"ENSG00000134461","ANKRD16",54522
"ENSG00000134463","ECHDC3",79746
"ENSG00000134470","IL15RA",3601
"ENSG00000134480","CCNH",902
"ENSG00000134490","TMEM241",85019
"ENSG00000134504","KCTD1",284252
"ENSG00000134508","CABLES1",91768
"ENSG00000134516","DOCK2",1794
"ENSG00000134531","EMP1",2012
"ENSG00000134532","SOX5",6660
"ENSG00000134533","RERG",85004
"ENSG00000134539","KLRD1",3824
"ENSG00000134548","SPX",80763
"ENSG00000134551","PRH2",5555
"ENSG00000134569","LRP4",4038
"ENSG00000134574","DDB2",1643
"ENSG00000134575","ACP2",53
"ENSG00000134590","RTL8C",8933
"ENSG00000134594","RAB33A",9363
"ENSG00000134597","RBMX2",51634
"ENSG00000134602","STK26",51765
"ENSG00000134627","PIWIL4",143689
"ENSG00000134644","PUM1",9698
"ENSG00000134668","SPOCD1",90853
"ENSG00000134684","YARS1",8565
"ENSG00000134686","PHC2",1912
"ENSG00000134690","CDCA8",55143
"ENSG00000134697","GNL2",29889
"ENSG00000134698","AGO4",192670
"ENSG00000134716","CYP2J2",1573
"ENSG00000134717","BTF3L4",91408
"ENSG00000134744","TUT4",23318
"ENSG00000134748","PRPF38A",84950
"ENSG00000134758","RNF138",51444
"ENSG00000134759","ELP2",55250
"ENSG00000134762","DSC3",1825
"ENSG00000134769","DTNA",1837
"ENSG00000134775","FHOD3",80206
"ENSG00000134779","TPGS2",25941
"ENSG00000134780","DAGLA",747
"ENSG00000134802","SLC43A3",29015
"ENSG00000134809","TIMM10",26519
"ENSG00000134815","DHX34",9704
"ENSG00000134824","FADS2",9415
"ENSG00000134825","TMEM258",746
"ENSG00000134851","TMEM165",55858
"ENSG00000134852","CLOCK",9575
"ENSG00000134853","PDGFRA",5156
"ENSG00000134864","GGACT",87769
"ENSG00000134871","COL4A2",1284
"ENSG00000134874","DZIP1",22873
"ENSG00000134882","UBAC2",337867
"ENSG00000134884","ARGLU1",55082
"ENSG00000134897","BIVM",54841
"ENSG00000134899","ERCC5",2073
"ENSG00000134900","TPP2",7174
"ENSG00000134901","POGLUT2",79070
"ENSG00000134905","CARS2",79587
"ENSG00000134909","ARHGAP32",9743
"ENSG00000134910","STT3A",3703
"ENSG00000134917","ADAMTS8",11095
"ENSG00000134954","ETS1",2113
"ENSG00000134970","TMED7",51014
"ENSG00000134982","APC",324
"ENSG00000134986","NREP",9315
"ENSG00000134987","WDR36",134430
"ENSG00000134996","OSTF1",26578
"ENSG00000135002","RFK",55312
"ENSG00000135018","UBQLN1",29979
"ENSG00000135040","NAA35",60560
"ENSG00000135045","C9orf40",55071
"ENSG00000135046","ANXA1",301
"ENSG00000135047","CTSL",1514
"ENSG00000135048","CEMIP2",23670
"ENSG00000135049","AGTPBP1",23287
"ENSG00000135052","GOLM1",51280
"ENSG00000135069","PSAT1",29968
"ENSG00000135070","ISCA1",81689
"ENSG00000135074","ADAM19",8728
"ENSG00000135077","HAVCR2",84868
"ENSG00000135083","CCNJL",79616
"ENSG00000135090","TAOK3",51347
"ENSG00000135093","USP30",84749
"ENSG00000135100","HNF1A",6927
"ENSG00000135108","FBXO21",23014
"ENSG00000135111","TBX3",6926
"ENSG00000135114","OASL",8638
"ENSG00000135116","HRK",8739
"ENSG00000135119","RNFT2",84900
"ENSG00000135124","P2RX4",5025
"ENSG00000135148","TRAFD1",10906
"ENSG00000135164","DMTF1",9988
"ENSG00000135185","TMEM243",79161
"ENSG00000135205","CCDC146",57639
"ENSG00000135211","TMEM60",85025
"ENSG00000135218","CD36",948
"ENSG00000135241","PNPLA8",50640
"ENSG00000135245","HILPDA",29923
"ENSG00000135249","RINT1",60561
"ENSG00000135250","SRPK2",6733
"ENSG00000135253","KCP",375616
"ENSG00000135269","TES",26136
"ENSG00000135272","MDFIC",29969
"ENSG00000135297","MTO1",25821
"ENSG00000135299","ANKRD6",22881
"ENSG00000135314","KHDC1",80759
"ENSG00000135315","CEP162",22832
"ENSG00000135316","SYNCRIP",10492
"ENSG00000135317","SNX14",57231
"ENSG00000135318","NT5E",4907
"ENSG00000135334","AKIRIN2",55122
"ENSG00000135336","ORC3",23595
"ENSG00000135338","LCA5",167691
"ENSG00000135341","MAP3K7",6885
"ENSG00000135362","PRR5L",79899
"ENSG00000135365","PHF21A",51317
"ENSG00000135372","NAT10",55226
"ENSG00000135378","PRRG4",79056
"ENSG00000135387","CAPRIN1",4076
"ENSG00000135390","ATP5MC2",517
"ENSG00000135392","DNAJC14",85406
"ENSG00000135404","CD63",967
"ENSG00000135407","AVIL",10677
"ENSG00000135414","GDF11",10220
"ENSG00000135423","GLS2",27165
"ENSG00000135424","ITGA7",3679
"ENSG00000135436","FAM186B",84070
"ENSG00000135437","RDH5",5959
"ENSG00000135439","AGAP2",116986
"ENSG00000135441","BLOC1S1",2647
"ENSG00000135446","CDK4",1019
"ENSG00000135451","TROAP",10024
"ENSG00000135452","TSPAN31",6302
"ENSG00000135454","B4GALNT1",2583
"ENSG00000135457","TFCP2",7024
"ENSG00000135469","COQ10A",93058
"ENSG00000135472","FAIM2",23017
"ENSG00000135473","PAN2",9924
"ENSG00000135476","ESPL1",9700
"ENSG00000135480","KRT7",3855
"ENSG00000135482","ZC3H10",84872
"ENSG00000135486","HNRNPA1",3178
"ENSG00000135502","SLC26A10P",NA
"ENSG00000135503","ACVR1B",91
"ENSG00000135506","OS9",10956
"ENSG00000135521","LTV1",84946
"ENSG00000135525","MAP7",9053
"ENSG00000135535","CD164",8763
"ENSG00000135537","AFG1L",246269
"ENSG00000135540","NHSL1",57224
"ENSG00000135541","AHI1",54806
"ENSG00000135549","PKIB",5570
"ENSG00000135577","NMBR",4829
"ENSG00000135587","SMPD2",6610
"ENSG00000135596","MICAL1",64780
"ENSG00000135597","REPS1",85021
"ENSG00000135604","STX11",8676
"ENSG00000135605","TEC",7006
"ENSG00000135617","PRADC1",84279
"ENSG00000135622","SEMA4F",10505
"ENSG00000135624","CCT7",10574
"ENSG00000135631","RAB11FIP5",26056
"ENSG00000135632","SMYD5",10322
"ENSG00000135637","CCDC142",84865
"ENSG00000135643","KCNMB4",27345
"ENSG00000135655","USP15",9958
"ENSG00000135677","GNS",2799
"ENSG00000135678","CPM",1368
"ENSG00000135679","MDM2",4193
"ENSG00000135686","KLHL36",79786
"ENSG00000135698","MPHOSPH6",10200
"ENSG00000135709","KIAA0513",9764
"ENSG00000135720","DYNC1LI2",1783
"ENSG00000135722","FBXL8",55336
"ENSG00000135723","FHOD1",29109
"ENSG00000135736","CCDC102A",92922
"ENSG00000135740","SLC9A5",6553
"ENSG00000135744","AGT",183
"ENSG00000135747","ZNF670-ZNF695",NA
"ENSG00000135749","PCNX2",80003
"ENSG00000135750","KCNK1",3775
"ENSG00000135763","URB2",9816
"ENSG00000135766","EGLN1",54583
"ENSG00000135775","COG2",22796
"ENSG00000135776","ABCB10",23456
"ENSG00000135778","NTPCR",84284
"ENSG00000135801","TAF5L",27097
"ENSG00000135821","GLUL",2752
"ENSG00000135823","STX6",10228
"ENSG00000135828","RNASEL",6041
"ENSG00000135829","DHX9",1660
"ENSG00000135835","KIAA1614",57710
"ENSG00000135837","CEP350",9857
"ENSG00000135838","NPL",80896
"ENSG00000135842","NIBAN1",116496
"ENSG00000135845","PIGC",5279
"ENSG00000135862","LAMC1",3915
"ENSG00000135870","RC3H1",149041
"ENSG00000135899","SP110",3431
"ENSG00000135900","MRPL44",65080
"ENSG00000135905","DOCK10",55619
"ENSG00000135912","TTLL4",9654
"ENSG00000135913","USP37",57695
"ENSG00000135914","HTR2B",3357
"ENSG00000135916","ITM2C",81618
"ENSG00000135917","SLC19A3",80704
"ENSG00000135919","SERPINE2",5270
"ENSG00000135924","DNAJB2",3300
"ENSG00000135926","TMBIM1",64114
"ENSG00000135929","CYP27A1",1593
"ENSG00000135930","EIF4E2",9470
"ENSG00000135931","ARMC9",80210
"ENSG00000135932","CAB39",51719
"ENSG00000135940","COX5B",1329
"ENSG00000135945","REV1",51455
"ENSG00000135951","TSGA10",80705
"ENSG00000135953","MFSD9",84804
"ENSG00000135956","TMEM127",55654
"ENSG00000135966","TGFBRAP1",9392
"ENSG00000135968","GCC2",9648
"ENSG00000135972","MRPS9",64965
"ENSG00000135974","C2orf49",79074
"ENSG00000135976","ANKRD36",375248
"ENSG00000135999","EPC2",26122
"ENSG00000136002","ARHGEF4",50649
"ENSG00000136003","ISCU",23479
"ENSG00000136010","ALDH1L2",160428
"ENSG00000136011","STAB2",55576
"ENSG00000136014","USP44",84101
"ENSG00000136021","SCYL2",55681
"ENSG00000136026","CKAP4",10970
"ENSG00000136040","PLXNC1",10154
"ENSG00000136044","APPL2",55198
"ENSG00000136045","PWP1",11137
"ENSG00000136048","DRAM1",55332
"ENSG00000136051","WASHC4",23325
"ENSG00000136052","SLC41A2",84102
"ENSG00000136059","VILL",50853
"ENSG00000136068","FLNB",2317
"ENSG00000136098","NEK3",4752
"ENSG00000136100","VPS36",51028
"ENSG00000136104","RNASEH2B",79621
"ENSG00000136108","CKAP2",26586
"ENSG00000136111","TBC1D4",9882
"ENSG00000136114","THSD1",55901
"ENSG00000136122","BORA",79866
"ENSG00000136141","LRCH1",23143
"ENSG00000136143","SUCLA2",8803
"ENSG00000136144","RCBTB1",55213
"ENSG00000136146","MED4",29079
"ENSG00000136147","PHF11",51131
"ENSG00000136149","RPL13AP25",NA
"ENSG00000136152","COG3",83548
"ENSG00000136153","LMO7",4008
"ENSG00000136156","ITM2B",9445
"ENSG00000136158","SPRY2",10253
"ENSG00000136159","NUDT15",55270
"ENSG00000136160","EDNRB",1910
"ENSG00000136161","RCBTB2",1102
"ENSG00000136169","SETDB2",83852
"ENSG00000136193","SCRN1",9805
"ENSG00000136197","C7orf25",79020
"ENSG00000136205","TNS3",64759
"ENSG00000136206","SPDYE1",285955
"ENSG00000136213","CHST12",55501
"ENSG00000136231","IGF2BP3",10643
"ENSG00000136235","GPNMB",10457
"ENSG00000136237","RAPGEF5",9771
"ENSG00000136238","RAC1",5879
"ENSG00000136240","KDELR2",11014
"ENSG00000136243","NUP42",11097
"ENSG00000136244","IL6",3569
"ENSG00000136247","ZDHHC4",55146
"ENSG00000136261","BZW2",28969
"ENSG00000136270","TBRG4",9238
"ENSG00000136271","DDX56",54606
"ENSG00000136273","HUS1",3364
"ENSG00000136274","NACAD",23148
"ENSG00000136279","DBNL",28988
"ENSG00000136280","CCM2",83605
"ENSG00000136295","TTYH3",80727
"ENSG00000136319","TTC5",91875
"ENSG00000136367","ZFHX2",85446
"ENSG00000136371","MTHFS",10588
"ENSG00000136378","ADAMTS7",11173
"ENSG00000136379","ABHD17C",58489
"ENSG00000136381","IREB2",3658
"ENSG00000136383","ALPK3",57538
"ENSG00000136404","TM6SF1",53346
"ENSG00000136425","CIB2",10518
"ENSG00000136436","CALCOCO2",10241
"ENSG00000136444","RSAD1",55316
"ENSG00000136448","NMT1",4836
"ENSG00000136449","MYCBPAP",84073
"ENSG00000136450","SRSF1",6426
"ENSG00000136451","VEZF1",7716
"ENSG00000136457","CHAD",1101
"ENSG00000136463","TACO1",51204
"ENSG00000136478","TEX2",55852
"ENSG00000136485","DCAF7",10238
"ENSG00000136490","LIMD2",80774
"ENSG00000136492","BRIP1",83990
"ENSG00000136504","KAT7",11143
"ENSG00000136514","RTP4",64108
"ENSG00000136518","ACTL6A",86
"ENSG00000136521","NDUFB5",4711
"ENSG00000136522","MRPL47",57129
"ENSG00000136527","TRA2B",6434
"ENSG00000136531","SCN2A",6326
"ENSG00000136536","MARCHF7",64844
"ENSG00000136542","GALNT5",11227
"ENSG00000136546","SCN7A",6332
"ENSG00000136560","TANK",10010
"ENSG00000136603","SKIL",6498
"ENSG00000136628","EPRS1",2058
"ENSG00000136630","HLX",3142
"ENSG00000136631","VPS45",11311
"ENSG00000136636","KCTD3",51133
"ENSG00000136643","RPS6KC1",26750
"ENSG00000136682","ZNG1B",150472
"ENSG00000136699","SMPD4",55627
"ENSG00000136709","WDR33",55339
"ENSG00000136710","CCDC115",84317
"ENSG00000136715","SAP130",79595
"ENSG00000136717","BIN1",274
"ENSG00000136718","IMP4",92856
"ENSG00000136720","HS6ST1",9394
"ENSG00000136731","UGGT1",56886
"ENSG00000136732","GYPC",2995
"ENSG00000136738","STAM",8027
"ENSG00000136754","ABI1",10006
"ENSG00000136758","YME1L1",10730
"ENSG00000136770","DNAJC1",64215
"ENSG00000136783","NIPSNAP3A",25934
"ENSG00000136802","LRRC8A",56262
"ENSG00000136807","CDK9",1025
"ENSG00000136810","TXN",7295
"ENSG00000136811","ODF2",4957
"ENSG00000136813","ECPAS",23392
"ENSG00000136816","TOR1B",27348
"ENSG00000136819","C9orf78",51759
"ENSG00000136824","SMC2",10592
"ENSG00000136826","KLF4",9314
"ENSG00000136827","TOR1A",1861
"ENSG00000136828","RALGPS1",9649
"ENSG00000136830","NIBAN2",64855
"ENSG00000136840","ST6GALNAC4",27090
"ENSG00000136842","TMOD1",7111
"ENSG00000136848","DAB2IP",153090
"ENSG00000136854","STXBP1",6812
"ENSG00000136856","SLC2A8",29988
"ENSG00000136859","ANGPTL2",23452
"ENSG00000136861","CDK5RAP2",55755
"ENSG00000136866","ZFP37",7539
"ENSG00000136867","SLC31A2",1318
"ENSG00000136868","SLC31A1",1317
"ENSG00000136869","TLR4",7099
"ENSG00000136870","ZNF189",7743
"ENSG00000136872","ALDOB",229
"ENSG00000136874","STX17",55014
"ENSG00000136875","PRPF4",9128
"ENSG00000136877","FPGS",2356
"ENSG00000136878","USP20",10868
"ENSG00000136888","ATP6V1G1",9550
"ENSG00000136891","TEX10",54881
"ENSG00000136895","GARNL3",84253
"ENSG00000136897","MRPL50",54534
"ENSG00000136908","DPM2",8818
"ENSG00000136925","TSTD2",158427
"ENSG00000136928","GABBR2",9568
"ENSG00000136930","PSMB7",5695
"ENSG00000136932","TRMO",51531
"ENSG00000136933","RABEPK",10244
"ENSG00000136935","GOLGA1",2800
"ENSG00000136936","XPA",7507
"ENSG00000136937","NCBP1",4686
"ENSG00000136938","ANP32B",10541
"ENSG00000136940","PDCL",5082
"ENSG00000136942","RPL35",11224
"ENSG00000136950","ARPC5L",81873
"ENSG00000136960","ENPP2",5168
"ENSG00000136982","DSCC1",79075
"ENSG00000136986","DERL1",79139
"ENSG00000136997","MYC",4609
"ENSG00000136999","CCN3",4856
"ENSG00000137033","IL33",90865
"ENSG00000137038","DMAC1",90871
"ENSG00000137040","RANBP6",26953
"ENSG00000137054","POLR1E",64425
"ENSG00000137055","PLAA",9373
"ENSG00000137070","IL11RA",3590
"ENSG00000137073","UBAP2",55833
"ENSG00000137074","APTX",54840
"ENSG00000137075","RNF38",152006
"ENSG00000137076","TLN1",7094
"ENSG00000137094","DNAJB5",25822
"ENSG00000137098","SPAG8",26206
"ENSG00000137100","DCTN3",11258
"ENSG00000137101","CD72",971
"ENSG00000137103","TMEM8B",51754
"ENSG00000137106","GRHPR",9380
"ENSG00000137124","ALDH1B1",219
"ENSG00000137133","HINT2",84681
"ENSG00000137135","ARHGEF39",84904
"ENSG00000137145","DENND4C",55667
"ENSG00000137154","RPS6",6194
"ENSG00000137161","CNPY3",10695
"ENSG00000137166","FOXP4",116113
"ENSG00000137168","PPIL1",51645
"ENSG00000137171","KLC4",89953
"ENSG00000137177","KIF13A",63971
"ENSG00000137185","ZSCAN9",7746
"ENSG00000137193","PIM1",5292
"ENSG00000137198","GMPR",2766
"ENSG00000137200","CMTR1",23070
"ENSG00000137203","TFAP2A",7020
"ENSG00000137207","YIPF3",25844
"ENSG00000137210","TMEM14B",81853
"ENSG00000137216","TMEM63B",55362
"ENSG00000137218","FRS3",10817
"ENSG00000137221","TJAP1",93643
"ENSG00000137265","IRF4",3662
"ENSG00000137266","SLC22A23",63027
"ENSG00000137267","TUBB2A",7280
"ENSG00000137269","LRRC1",55227
"ENSG00000137273","FOXF2",2295
"ENSG00000137274","BPHL",670
"ENSG00000137275","RIPK1",8737
"ENSG00000137285","TUBB2B",347733
"ENSG00000137288","UQCC2",84300
"ENSG00000137309","HMGA1",3159
"ENSG00000137310","TCF19",6941
"ENSG00000137312","FLOT1",10211
"ENSG00000137331","IER3",8870
"ENSG00000137337","MDC1",9656
"ENSG00000137338","PGBD1",84547
"ENSG00000137343","ATAT1",79969
"ENSG00000137364","TPMT",7172
"ENSG00000137393","RNF144B",255488
"ENSG00000137404","NRM",11270
"ENSG00000137409","MTCH1",23787
"ENSG00000137411","VARS2",57176
"ENSG00000137413","TAF8",129685
"ENSG00000137414","FAM8A1",51439
"ENSG00000137434","C6orf52",347744
"ENSG00000137449","CPEB2",132864
"ENSG00000137460","FHDC1",85462
"ENSG00000137462","TLR2",7097
"ENSG00000137463","MGARP",84709
"ENSG00000137474","MYO7A",4647
"ENSG00000137478","FCHSD2",9873
"ENSG00000137486","ARRB1",408
"ENSG00000137492","THAP12",5612
"ENSG00000137494","ANKRD42",338699
"ENSG00000137496","IL18BP",10068
"ENSG00000137497","NUMA1",4926
"ENSG00000137500","CCDC90B",60492
"ENSG00000137501","SYTL2",54843
"ENSG00000137502","RAB30",27314
"ENSG00000137504","CREBZF",58487
"ENSG00000137507","LRRC32",2615
"ENSG00000137509","PRCP",5547
"ENSG00000137513","NARS2",79731
"ENSG00000137522","RNF121",55298
"ENSG00000137547","MRPL15",29088
"ENSG00000137563","GGH",8836
"ENSG00000137573","SULF1",23213
"ENSG00000137574","TGS1",96764
"ENSG00000137575","SDCBP",6386
"ENSG00000137601","NEK1",4750
"ENSG00000137628","DDX60",55601
"ENSG00000137642","SORL1",6653
"ENSG00000137656","BUD13",84811
"ENSG00000137672","TRPC6",7225
"ENSG00000137691","CFAP300",85016
"ENSG00000137692","DCUN1D5",84259
"ENSG00000137693","YAP1",10413
"ENSG00000137700","SLC37A4",2542
"ENSG00000137709","POU2F3",25833
"ENSG00000137710","RDX",5962
"ENSG00000137713","PPP2R1B",5519
"ENSG00000137714","FDX1",2230
"ENSG00000137720","CFAP68",64776
"ENSG00000137727","ARHGAP20",57569
"ENSG00000137752","CASP1",834
"ENSG00000137760","ALKBH8",91801
"ENSG00000137764","MAP2K5",5607
"ENSG00000137767","SQOR",58472
"ENSG00000137770","CTDSPL2",51496
"ENSG00000137776","SLTM",79811
"ENSG00000137801","THBS1",7057
"ENSG00000137802","MAPKBP1",23005
"ENSG00000137804","NUSAP1",51203
"ENSG00000137806","NDUFAF1",51103
"ENSG00000137807","KIF23",9493
"ENSG00000137809","ITGA11",22801
"ENSG00000137812","KNL1",57082
"ENSG00000137814","HAUS2",55142
"ENSG00000137815","RTF1",23168
"ENSG00000137817","PARP6",56965
"ENSG00000137818","RPLP1",6176
"ENSG00000137819","PAQR5",54852
"ENSG00000137821","LRRC49",54839
"ENSG00000137822","TUBGCP4",27229
"ENSG00000137824","RMDN3",55177
"ENSG00000137825","ITPKA",3706
"ENSG00000137831","UACA",55075
"ENSG00000137834","SMAD6",4091
"ENSG00000137842","TMEM62",80021
"ENSG00000137845","ADAM10",102
"ENSG00000137857","DUOX1",53905
"ENSG00000137869","CYP19A1",1588
"ENSG00000137871","ZNF280D",54816
"ENSG00000137872","SEMA6D",80031
"ENSG00000137876","RSL24D1",51187
"ENSG00000137877","SPTBN5",51332
"ENSG00000137880","GCHFR",2644
"ENSG00000137936","BCAR3",8412
"ENSG00000137941","TTLL7",79739
"ENSG00000137942","FNBP1L",54874
"ENSG00000137944","KYAT3",56267
"ENSG00000137947","GTF2B",2959
"ENSG00000137955","RABGGTB",5876
"ENSG00000137959","IFI44L",10964
"ENSG00000137960","GIPC2",54810
"ENSG00000137962","ARHGAP29",9411
"ENSG00000137962","ARHGAP29",105378858
"ENSG00000137965","IFI44",10561
"ENSG00000137970","RPL7P9",NA
"ENSG00000137975","CLCA2",9635
"ENSG00000137992","DBT",1629
"ENSG00000137996","RTCA",8634
"ENSG00000138002","IFT172",26160
"ENSG00000138018","SELENOI",85465
"ENSG00000138028","CGREF1",10669
"ENSG00000138029","HADHB",3032
"ENSG00000138030","KHK",3795
"ENSG00000138031","ADCY3",109
"ENSG00000138032","PPM1B",5495
"ENSG00000138035","PNPT1",87178
"ENSG00000138036","DYNC2LI1",51626
"ENSG00000138039","LHCGR",3973
"ENSG00000138050","THUMPD2",80745
"ENSG00000138061","CYP1B1",1545
"ENSG00000138069","RAB1A",5861
"ENSG00000138071","ACTR2",10097
"ENSG00000138073","PREB",10113
"ENSG00000138074","SLC5A6",8884
"ENSG00000138078","PREPL",9581
"ENSG00000138080","EMILIN1",11117
"ENSG00000138081","FBXO11",80204
"ENSG00000138085","ATRAID",51374
"ENSG00000138092","CENPO",79172
"ENSG00000138095","LRPPRC",10128
"ENSG00000138101","DTNB",1838
"ENSG00000138107","ACTR1A",10121
"ENSG00000138111","MFSD13A",79847
"ENSG00000138119","MYOF",26509
"ENSG00000138131","LOXL4",84171
"ENSG00000138134","STAMBPL1",57559
"ENSG00000138135","CH25H",9023
"ENSG00000138138","ATAD1",84896
"ENSG00000138160","KIF11",3832
"ENSG00000138161","CUZD1",50624
"ENSG00000138162","TACC2",10579
"ENSG00000138166","DUSP5",1847
"ENSG00000138172","CALHM2",51063
"ENSG00000138175","ARL3",403
"ENSG00000138180","CEP55",55165
"ENSG00000138182","KIF20B",9585
"ENSG00000138185","ENTPD1",953
"ENSG00000138190","EXOC6",54536
"ENSG00000138193","PLCE1",51196
"ENSG00000138207","RBP4",5950
"ENSG00000138231","DBR1",51163
"ENSG00000138246","DNAJC13",23317
"ENSG00000138279","ANXA7",310
"ENSG00000138286","FAM149B1",317662
"ENSG00000138303","ASCC1",51008
"ENSG00000138311","ZNF365",22891
"ENSG00000138316","ADAMTS14",140766
"ENSG00000138326","RPS24",6229
"ENSG00000138336","TET1",80312
"ENSG00000138346","DNA2",1763
"ENSG00000138347","MYPN",84665
"ENSG00000138356","AOX1",316
"ENSG00000138363","ATIC",471
"ENSG00000138375","SMARCAL1",50485
"ENSG00000138376","BARD1",580
"ENSG00000138378","STAT4",6775
"ENSG00000138379","MSTN",2660
"ENSG00000138380","CARF",79800
"ENSG00000138381","ASNSD1",54529
"ENSG00000138382","METTL5",29081
"ENSG00000138385","SSB",6741
"ENSG00000138386","NAB1",4664
"ENSG00000138395","CDK15",65061
"ENSG00000138398","PPIG",9360
"ENSG00000138399","FASTKD1",79675
"ENSG00000138400","MDH1B",130752
"ENSG00000138411","HECW2",57520
"ENSG00000138413","IDH1",3417
"ENSG00000138430","OLA1",29789
"ENSG00000138433","CIR1",9541
"ENSG00000138434","ITPRID2",6744
"ENSG00000138439","FAM117B",150864
"ENSG00000138442","WDR12",55759
"ENSG00000138443","ABI2",10152
"ENSG00000138448","ITGAV",3685
"ENSG00000138449","SLC40A1",30061
"ENSG00000138459","SLC35A5",55032
"ENSG00000138463","SLC49A4",84925
"ENSG00000138468","SENP7",57337
"ENSG00000138495","COX17",10063
"ENSG00000138496","PARP9",83666
"ENSG00000138587","MNS1",55329
"ENSG00000138592","USP8",9101
"ENSG00000138593","SECISBP2L",9728
"ENSG00000138594","TMOD3",29766
"ENSG00000138600","SPPL2A",84888
"ENSG00000138604","GLCE",26035
"ENSG00000138606","SHF",90525
"ENSG00000138613","APH1B",83464
"ENSG00000138614","INTS14",81556
"ENSG00000138615","CILP",8483
"ENSG00000138617","PARP16",54956
"ENSG00000138621","PPCDC",60490
"ENSG00000138623","SEMA7A",8482
"ENSG00000138629","UBL7",84993
"ENSG00000138639","ARHGAP24",83478
"ENSG00000138640","FAM13A",10144
"ENSG00000138641","HERC3",8916
"ENSG00000138642","HERC6",55008
"ENSG00000138646","HERC5",51191
"ENSG00000138650","PCDH10",57575
"ENSG00000138658","ZGRF1",55345
"ENSG00000138660","AP1AR",55435
"ENSG00000138663","COPS4",51138
"ENSG00000138668","HNRNPD",3184
"ENSG00000138669","PRKG2",5593
"ENSG00000138674","SEC31A",22872
"ENSG00000138675","FGF5",2250
"ENSG00000138678","GPAT3",84803
"ENSG00000138685","FGF2",2247
"ENSG00000138686","BBS7",55212
"ENSG00000138688","BLTP1",84162
"ENSG00000138696","BMPR1B",658
"ENSG00000138698","RAP1GDS1",5910
"ENSG00000138709","LARP1B",55132
"ENSG00000138735","PDE5A",8654
"ENSG00000138738","PRDM5",11107
"ENSG00000138741","TRPC3",7222
"ENSG00000138744","NAAA",27163
"ENSG00000138750","NUP54",53371
"ENSG00000138756","BMP2K",55589
"ENSG00000138757","G3BP2",9908
"ENSG00000138758","SEPTIN11",55752
"ENSG00000138759","FRAS1",80144
"ENSG00000138760","SCARB2",950
"ENSG00000138764","CCNG2",901
"ENSG00000138767","CNOT6L",246175
"ENSG00000138768","USO1",8615
"ENSG00000138769","CDKL2",8999
"ENSG00000138771","SHROOM3",57619
"ENSG00000138772","ANXA3",306
"ENSG00000138777","PPA2",27068
"ENSG00000138778","CENPE",1062
"ENSG00000138780","GSTCD",79807
"ENSG00000138785","INTS12",57117
"ENSG00000138792","ENPEP",2028
"ENSG00000138794","CASP6",839
"ENSG00000138795","LEF1",51176
"ENSG00000138796","HADH",3033
"ENSG00000138801","PAPSS1",9061
"ENSG00000138802","SEC24B",10427
"ENSG00000138814","PPP3CA",5530
"ENSG00000138821","SLC39A8",64116
"ENSG00000138823","MTTP",4547
"ENSG00000138829","FBN2",2201
"ENSG00000138834","MAPK8IP3",23162
"ENSG00000138835","RGS3",5998
"ENSG00000138867","GUCD1",83606
"ENSG00000138942","RNF185",91445
"ENSG00000138944","SHISAL1",85352
"ENSG00000139055","ERP27",121506
"ENSG00000139083","ETV6",2120
"ENSG00000139112","GABARAPL1",23710
"ENSG00000139116","KIF21A",55605
"ENSG00000139117","CPNE8",144402
"ENSG00000139131","YARS2",51067
"ENSG00000139132","FGD4",121512
"ENSG00000139133","ALG10",84920
"ENSG00000139146","SINHCAF",58516
"ENSG00000139154","AEBP2",121536
"ENSG00000139160","ETFBKMT",254013
"ENSG00000139163","ETNK1",55500
"ENSG00000139168","ZCRB1",85437
"ENSG00000139173","TMEM117",84216
"ENSG00000139174","PRICKLE1",144165
"ENSG00000139178","C1RL",51279
"ENSG00000139180","NDUFA9",4704
"ENSG00000139182","CLSTN3",9746
"ENSG00000139187","KLRG1",10219
"ENSG00000139190","VAMP1",6843
"ENSG00000139192","TAPBPL",55080
"ENSG00000139193","CD27",939
"ENSG00000139194","RBP5",83758
"ENSG00000139197","PEX5",5830
"ENSG00000139200","PIANP",196500
"ENSG00000139209","SLC38A4",55089
"ENSG00000139211","AMIGO2",347902
"ENSG00000139218","SCAF11",9169
"ENSG00000139220","PPFIA2",8499
"ENSG00000139233","LLPH",84298
"ENSG00000139239","RPL14P1",NA
"ENSG00000139263","LRIG3",121227
"ENSG00000139266","MARCHF9",92979
"ENSG00000139269","INHBE",83729
"ENSG00000139278","GLIPR1",11010
"ENSG00000139289","PHLDA1",22822
"ENSG00000139291","TMEM19",55266
"ENSG00000139304","PTPRQ",374462
"ENSG00000139318","DUSP6",1848
"ENSG00000139323","POC1B",282809
